No,Nama,Rating,Comments,Link
117,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,5,"produk diterima dengan baik, pelayanan baik, pengiriman cepat. terima kasih",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
118,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,5,"Trimakasih , smoga cocok",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
119,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,5,"Aku selalu suka pake masker nature republic ini, tapi karna toko langgananku udah gak jual lagi, aku beralih ke toko ini, dan barangnya ori ya guys, udah kucek tuhh..ohhyaa aku bilang ke admin bro biar kirimnya cepat, dan volla 1 hari sampe kerumah..thankyy broo",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
120,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,5,"Terimakasi seller, semua pesanan baik ga ada yg kurang. Awalnya takut ini ga ori karna agak beda bentuk fisik nya dgn yg sy beli sblmnya, tp pas cek di internet kode nya ternyata ori. Next beli dsini yah..",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
121,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,4,"Barang yang di terima dalam keadaan baik dan sesuai pesanan. Pengemasan juga aman2 aja. Hanya saja saya yang kurang teliti, tergiur harga murce, dan ternyata pas di cek lagi belum Bpom. Saya kira semua barangnya udah BPOM. Mudah2an aja cocok & aman di kulit saya yang sensitif. Thanks",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
122,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,4,Aku belum tau yah cara ngebedain masker NR yg Ori sama yang Fake tapi harganya murah banget kalaupun ini ORI yah Alhamdulillah.. tapi gak ppa tetep Kya ada efek di muka aku walau gak terlihat signifikan,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
123,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,4,Barangnya ketumhanpahan bubuk kopi semua padahal harganya lumayan tolong dicek lagi sebelum pengiriman,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
124,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,4,"pengiriman produk sangat cepat dan produknya juga sesuai, tapi belum dipakai jadi will see nanti yaa. over all worth it si, terimkaasihh",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
125,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,4,"Semoga cocok dan ga bikin efek buruk di kulit. Pengirimannya lumayan lama, kurir ramah, ori. Tks seler",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
126,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,4,Suka bgt pake masker ini lumayan bikin kulit aq lembab dan ga kering Cuma pengiriman lumayan lama,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
127,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,4,Pengirimanlumayan hem kurir ramah tidak teriak teriak maskernya lumayan sesuai dengan harganya hehee tp mantul,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
128,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,4,Ini sangatlah amat keren banget good,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
129,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,4,Dingin kalo dipeke dan jadi keliatan lebih seger mukanya.Terimakasih,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
130,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,4,Pengiriman lumayan cepat dan packing rapi.,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
131,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,5,Blm d coba sih. Smoga cocok,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
132,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,5,Alhamdulillah barang sudah sampai dengan slmat tidak rusak dalam keadaan baik.. Sukses barokah buat kita semua aamiin shope seller dan bng kurir.udah bosen pake serum kyk gk ada hasil semoga pake ini bgus.,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
133,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,5,maaf yg ke foto cuma satu soalnya yg lain udah masuk kulkas hehe,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
134,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,5,Alhamdulillah barang sdh sampai semoga cocok dan mantap,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
135,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,4,Pesan banyak varian benar semua meski seller tidak balas chat,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
136,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,4,"Peckingnya bagus dan aman,harganya terjangkau pengiriman paketya cepat,makasih seller",https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
137,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,4,"Pengiriman lumayan cepat, packingan rapih,barangnya gaada yg cacat.",https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
138,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,4,Alhamdulillah barang sudah sampai lumayan dengan harga segitu,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
139,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,4,Bagus muka jdi semeleber banget uy hw. He.. Rekomended buat yinyari masker buat muka nya gan,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
140,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,4,Lumayan cepat lah sampainya....,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
141,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,4,shetmask aloevoranya ga dikirim pas di chat katanya kosong okey la tdinya ud kecewa alhamdulilah digantii jugaa thx reseller,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
142,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,4,"Resfon penjual kurang baik sama skx g ada di gubris,orderan ga sesuai pesanan order apa yg datang ap,kecewa bngt mau ngasih bintang 2 tp bukan produk ny yg buruk melainkan resfon pnjual ny,pengiriman ny juga lama padahal satu kota baru kx ini sih merasa kecewa",https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
143,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,4,Kakak nya baik langsung ngerespon pembeli yg produk nya ngk lengkap trus dana nya langsung di kembalikan respon kakak ny jga ga kasar ,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
144,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,4,"Ini masker nya bagus sih, tp sayangnya katanya blum bpom",https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
145,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,4,Sesuai pesanan makasih seller,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
146,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,3,Kebahagiaan wanita bngt ahaha masker banyak harga sesuai kantong ahaha,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
147,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,2,Saya pesan madu tapi datang nya malah lain kecewa sii madu nya gk ada sama sekali tapi gpp jumlah nya pas,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
148,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,2,Produknya sih bagus Gitu aja,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
149,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,2,"Jadi brutusan,nyesel beli",https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
150,ROREC 86 / HCHANA NATURAL MASK MASKER SHEET,2,Minta di campur tpi malah satu macam,https://shopee.co.id/ROREC-86-HCHANA-NATURAL-MASK-MASKER-SHEET-i.306591803.4551744462?sp_atk=93eb89ed-8993-4609-8c1a-24d549fcbecf&xptdk=93eb89ed-8993-4609-8c1a-24d549fcbecf
151,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,4,tapi farpum nya saya psn yg valila dtg beda lain kali kalo kosong konfirmasi dulu yg lain nya sesuai,https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83481
152,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,4,Adminnya ramah bgttt. Pengiriman nya jg cpt. Syg nya disini tertulis tiap masker dgn sama kuas masker tp pas sampai tidak ada satu pun pdhl aku beli tiga. Terimakasih,https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83482
153,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,4,"Barang lengkap, pengemasan rapi & aman. Awal order sempat kesal karna statusnya dikemas selama 1 minggu, dan tiba2 di batalkan sepihak. Katanya sih dari shopee nya, ngk tw jg sih apa masalahnya, pas order lagi cepat banget sampenya. Terima kasih.",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83483
154,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,4,"Produk bagus yah, original, dn ini murah dg kualitas yg mnurut ku oke bnget lah, next order dsni lagi. Makasih yah giftnya. Nga nyesal blnja di toko ini",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83484
155,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,4,Udah sampe tapi agak kecewa karna yang golden beauty katanya ada sama kuasnya tapi pas sampe nggk ada kuasnya,https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83485
156,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,4,"Barangnya sampai dengan selamat baik sesuai dengan gambar,terus dikasih bonus kuas masker aku suka",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83486
157,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,4,"udah bagus,tapi masker yg di terima tdk sesuai jumlahnya. mohon lebih teliti lagi",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83487
158,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,4,"Yeay dapet 1 gift masker, pengiriman lumayan lama mungkin karna 1212. Baru pertama kali order semoga cocok di muka aku, bakal jd langganan kalo cocok.",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83488
159,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,3,"demi apapun ini lucu bgt packagingnya, kenapa sii cewe suka bgt ama yg lucu2 why?!!!! yg 50gr ternyata lumayan gede dan ada ziplocknyaa. Mantul dpt kuas jugaa, seri terbarunya lebih bagus gitu gengs gemes bgttt",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83489
160,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,3,"Di cara pemakaian ditulis ""tuangkan satu sendok masker dan air matang"" mnrtku kurang jelas, hrsnya ditulis lbh spesifik misalnya ""satu sendok makan/satu sendok teh"" lalu perbandingan sm airnya brp. Krn saya br pertama kali pk masker bubuk jd gak tau teksturnya hrs spt apa, apakah cair atau kental",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83490
161,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,3,"Pesanannya lengkap semua,tapi sayang ada 1 masker yang bocor,ga tau dimana salahnya,pengirimannya aman soalnya buble warpnya tebel,tapi semuanya ok kok",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83491
162,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,3,"beda sama yang dulu, masker agak kental",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83492
163,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,3,aku nggak tau ini ori ato nggak soalny tu maskerny tu dirapikanny tu nggak rapi gitu ,https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83493
164,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,3,"Alhamdulillah barangnya sudah sampai, harganya murah, worth it, kualitasnya juga lumayan bagus dengan harga segitu",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83494
165,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,3,Maskernya lecek main masukin aja sama mangkok jadinya kehimpit dan jadi lecek,https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83495
166,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,3,"Di etalase tertulis beli 1 gratis 1 cermin, tapi saya beli banyak cuma dapet satu cermin. Ga ngerti, di luar ekspektasi ?? mungkin saya salah paham",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83496
167,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,3,kak ini knpa ya saya pesan 2 masker tpi yg dtng cuma satu? ,https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83497
168,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,3,Alhamdulillah sudah terima walaupun agak terbuka sedikit dan tidak lengkap tapi di kirimkan ulang makasih ya,https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83498
169,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,2,"ko gada fre giftnya niiii, sblm msukin kranjng ktanya dpet gift tipu toh hahaha pdhl lbh btuh giftnya canda xixi. pengiriman lamaaaaaa",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83499
170,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,2,Diketerangan ada kuas maskernya ternyata zonk,https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83500
171,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,2,"Produknya kurang 1 nii, yg ice ga ada sm rollan jg ga ada jd kurang 2 item:( Kecewa. Bukannya ga iklas uang melayang 10k tp seenggaknya kabarin kalo ga ada, usaha refund uang kek apa kek. Lah ini dichat malah ga respon, padahal lg online. Mana yg ice punya tmn nitip, mala jd gw nombokin hdeh moms..",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83501
172,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,2,"Penjual ga ramah gabalas permintaan, pengantaran lamaaaaaa banget sampe hampir mikir paketnya keknya gaakan sampe, tapi suka sama barangnya thankyou",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83502
173,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,2,"Kemasannya ada yg udah lepek,kaya udah terlalu lama terus kaya yg kena air.Di tingkatkan lagi yaa .. yg sekarang kemasannya juga kura rapi.Jadi menurun yaa Pengirimannya lamaa..",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83503
174,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,2,"Baru kali ini ya belanja online shop, pengiriman tangerang-bekasi aj harus nunggu lamaaa. Order tgl 3,tgl 8 baru sampe. Berasa beli di luar negriiiiii",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83504
175,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,2,"Masker nya bocor, ngak bisa dipakai sama sekali, di chat gk dibales2",https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83505
176,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,2,Ini banyak banget yang kurang,https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83506
177,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,2,saya pesen 3 masker yg free gift kuas masker tp ko gaada satupun yg dikasi gift nya ya min,https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83507
