No,Nama,Rating,Comments,Link
67,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,1,Saya pesan masker mangkuk 4in1 sama parfum yang datang cuman masker sama mangkok 4in1 saja parfumnya nggak dateng,https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf80
68,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,1,Masker nya kurang 4 green tea gak dimasukin!!,https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf81
69,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,1,"Barang yg dteng g sesuai, saya pesen body scrublavender masker sama spatula masker. Masker nya gak ada, koyg Dateng hair tonic baunya g enak dan bikin pusing kepala pas udh d semprot di kepala, pengiriman juga lama padahal sama"" Jakarta",https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf82
70,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,1,Barang tidak sesuai. Saya pesen masker gloria varian green tea. Yang datang malah masker scrub packing nya juga tidak rapih,https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf83
71,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,1,Bagus Sih Tetapi Tidak Dapat Bonus Padahal sudah Beli Banyak hem,https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf84
72,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,5,"Masker green tea selain manfaatnya banyak dan bagus harganya juga terjangkau, semoga cocok",https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf85
73,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,5,"Produknya imut2 cilik tapi okeh. Pengemasan good tebel buble wrapnya,pengiriman juga okeh. Harga lumayan murah .",https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf86
74,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,5,"Produk ini bukan sekali dua kali saya beli, sudah berkali kali, selain produknya bagus d kulit harga nya juga tiidak membuat kantong bolong",https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf87
75,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,5,"Praktis, daya serap tinggi, mudah kering, mudah meng aplikasikannya, mudah di buka dan hasil memuaskan, berisih bebas jerawat",https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf88
76,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,4,"Paket nya udah Dateng, packaging nya juga aman banget pake bubble wrap tebel, semoga cocok masker nyaa",https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf89
77,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,4,"Bagus, expired lama, pengiriman cepat dan packing aman, kecewa aja sama sellernya lah, ada pesenan yg ga di kirim. Kesel banget asli",https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf90
78,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,4,"Pengiriman cepat , cuma pengemasan aja yg lama , its oke , packing nya tebel ya jd gk takut bocor / pecah , lengkap produk nya gak ada yg kurang",https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf91
79,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,2,Menimbulkan jerawat,https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf92
80,TRAVEL SIZE BPOM Face Mask by Lea Gloria 10 gram / 10 GRAM TRAVEL SIZE LEA GLORIA MASKER ORGANIK,2,"pesen 10 dikirim 9, yg 1 nya malah diganti silet, ko serem si ni maksdnya paan?!",https://shopee.co.id/TRAVEL-SIZE-BPOM-Face-Mask-by-Lea-Gloria-10-gram-10-GRAM-TRAVEL-SIZE-LEA-GLORIA-MASKER-ORGANIK-i.258640800.4254169104?sp_atk=468a585f-4fcd-4526-bd4c-9ed467fedf74&xptdk=468a585f-4fcd-4526-bd4c-9ed467fedf93
81,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,3,"Buat calon pembeli di toko ini, sblm order harap betul2 dipastikan stok & jumlahnya yg kamu order ready stock. Jgn asal order & bayar di toko ini. Krn klo paketan sampai & ada yg gk dikirim (+ sygnya gk ada video buka paket), toko gk percaya mau kamu jujur gmnpun. Boleh bgt ke toko lain lebih dulu!",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
82,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,3,"maap? ajanih. sebenernya si bagus bgt produknya, lengkap dan cepet juga pengirimannya. tapi bintang 3 karena adminnya ngeyel dan sok cari pembenaran sendiri perihal sheetmask yang kadaluarsa. yauda si, beruntung bgt kamu min masi takasi bintang 3 hehe.",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
83,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,3,"Terima kasihhh , selalu senang kalau abis order disini , barangnya bagus berkualitas , murah tapi ga murahan , suka bangetttt bakal langganan disiniiiiiii?? Maaf ga sempat foto soalnya barang sudah diambil pembeli",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
84,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,3,Rada takut soalnya kemasan tidak halal Ya uda belum dipake deh Mau dikasi temen aja soalnya takut juga di wajah aku sensitif,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
85,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,3,Lu mau order apa aja terserah dah. Yg datang pasti random dan ga ada pemberitahuan sebelumnya,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
86,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,3,"Pengemasan lumayan lama tapi masih ok lahh barangnya, pengemasan juga rapihh.. ",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
87,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,3,"Yuhuu sudah sampai pesanan nya, pakai SICEPAT, memang CEPAT.. TERIMA KASIH..",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
88,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,3,Paketnya lengkap jumlahnya sama cuman saya pesan yang aloe vera di kasih acai berry paket lama sekali pengirimannya,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
89,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,3,tekstur serumnya agak lebih cair dibanding produk yg dijual NR official store,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
90,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,3,Kurang di periksa maskernya 1 nempel sm yg laen ternyta 1 udh kerobek jd lengket semua,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
91,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,2,"Temen temen coba cek yang kasih rating 1 biar bisa mikir ulang sii, jangan sampe nyesel udah beli banyak ya kan",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
92,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,2,"Pesennya olive yg dikirimnya bamboo gimana sih lain kali yg tepat ya kak jadi rugi kalo gini! Gk sesuai ekspektasi, untung buat saya sendiri",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
93,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,2,"Maaf bgt aku ksh bintang 2 krna agak kecewa sheetmasknya ada yg luber dan keluar gtu dr kemasan, kurang pengecekan mgkn krna klo dr kurir ga mungkin bisa bocor dalam doang yg kemasannya maskernya robek",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
94,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,2,Maskernya murah sih jg ga nuntut kualitas bagus jg..habis pake langsung keluar banyak jerawat..,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
95,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,2,Pesen ny shea butter di kirim acak berry dan seller ga bilang sama sekali langsung kirim aja. Pdhl titipan orang,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
96,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,2,Varian masker yang di pesan tidak sesuai dengan yang dikirimkan.,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
97,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,2,Saya pesenny tea tree tapi datangnya malah yang Shea butter,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
98,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,2,Sayang banget ternyata tidak Or,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
99,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,2,Toko tidak amanah. Pesan apa di kirim apa.,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
100,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,2,"Barang yg dikirim tdk sesuai jenis dan jumlahnya KURANG , saran jgn pesen banyak2 bs salah itung dan kita yg drugikan. Ternyata memang sering dikirim kurang ya kl liat review pembeli2nya.",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
101,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,1,produk diterima dgn aman sesuai order dan diskripsi....sdh dicoba anak dan istri ternyata tidak ori ...agak gatal dan kering setelah dipakai diwajah dan bagian hidung tdk tercover masker ini...pengiriman cukup cepat...,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
102,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,1,"Alhamdulillah barang dah sampeee. Pesanannya lengkap, tapi barangnya gak ori. Sangat di sayangkan",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
103,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,1,"Aku mesen 2 ya untuk sheet mask dari nature republiknya tapi kenapa yang di kirim hanya 1. Tolong yah dalam pengemasan itu harus lebih teliti lagi bacanya, anda buta ya. Maaf jika pesanan saya tidak beraturan. Mungkin itu yang membuat anda jadi tidak teliti ",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
104,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,1,"Packing aman pengiriman oke. Tp produknya gak ori. Aromanya beda. essencenya kentel bgt. bentuk maskernya aneh, pinggirnya gk rapih, lubang mata ampir setelapak tangan. beda sama yg dibeli di official store/di korea. Hrsnya penjual jujur aja kalo produk gk ori.",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
105,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,1,Respon penjual sangat tidak baik saya salah tulis alamat mau saya cancel karna mau ganti alamat setelah itu order lagi tapi malah di tolak alhasil saya harus mengeluarkan ongkir lebih banyak. Dan pengemasannya lama,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
106,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,1,Ga becus.. Beli 6 yang dateng cuma 5 mana salah variasi padahal udah di kasih note. Rugi belanja disini. Kapok deh jangan mau belanja disini,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
107,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,1,"Maaf saya ganti review nya ternyata ini palsu, mana beli banyak lagi ",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
108,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,1,"Untuk pertama kalinya se kecewa ini belanja online, tolong jujur aja kalau nggak ORI, Buat temen"" yg mau order saya saranin JANGAN, karena toko ini menipu,??kenapa aku lupa nggak liat komentar bintang 1 nya.. pdhal sudah banyak yg bilang kalau palsu",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
109,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,1,Palsu . Jangan bilang ory kalo emang palsu . Menyesal mana banyak lagi yang gue beli,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
110,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,1,Gak ORI. Baunya beda banget lebih kyk lem. Yg asli green teanya nyengat dan seger ampe ke idung. Ini baunya aneh. Baru make 1 langsung curiga. Ternyata aku buru2 purchase ga liat nilai bintang satunya,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
111,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,5,Suka banget sama toko ini pertama kali belanja dan gw beli juga banyak macamnya tapi semua sesuai pesanan gak ada yang kurang maskernya juga bagus buat yang cari masker boleh di sini,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
112,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,5,Udah kesekiann kalinya beli sheet mask ditoko ini krn respon penjual cepat. Variannya juga banyak. Pokoknya suka jg dgn packagingnya. Terima kasih,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
113,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,5,"Barangnya sudah sampaii.. Ini baru pertama kali pesan di toko ini. Pengirimannya standart, packagingnya juga.. Next time bakalan pesan di sini lagii. Semoga kinerjanya tetep baguss.",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
114,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,5,"Barangnya ORI, semuanya Dateng dengan selamat tanpa ada kecacatan Kurirnya juga cepet banget aghhhhh><baru pesen 2hari lalu, trus tadi pagi jam 6 ada notif kalau barang lagi dikirim ke alamat tujuan, eh datengnya jam 1siang, cepet banget",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
115,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,5,"Produk sesuai pesanan, seller komunikatif menginfokan barang/varian yang tidak ada dan langsung menggantinya dengan menanyakan dahulu kepada customer pendapatnya untuk mengganti varian, tidak di kirim random, pertahankan amanah nya, terimakasih banyak seller, kurir dan shopee",https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
116,NATURE REPUBLIC REAL NATURE MASK SHEET BACA DISCLAIMER MASKER KOREA WAJAH,5,Semoga bagus dan cocok di aku,https://shopee.co.id/NATURE-REPUBLIC-REAL-NATURE-MASK-SHEET-BACA-DISCLAIMER-MASKER-KOREA-WAJAH-i.86681009.5338574174?sp_atk=38e2c999-bc21-4883-82ba-a94aeaec947a&xptdk=38e2c999-bc21-4883-82ba-a94aeaec947a
